Artist Name,Print Title,Print ID,Exhibition Venue,Group Name,Exhibition Type,"Curator or Gallerist (you can just put the person's id here. or their name, and I can look up the id myself)","Bio ID (for column G) ** this column is redundant, see previous note",Address,City,State,Zip Code,Country,Exhibition TItle,Start Date,End Date,Citation,Notes,URL
Alice Trumbull Mason,Lyric Collusion,15,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Meanderthal Roturns,16,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Interference of Closed Forms,10,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Ghostmark,8,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,White Scaffolding,34,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Intransitive,11,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Ellipsis,7,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Inverse,12,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Congo,1,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Surface Tension,21,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Suspension,22,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,White Burden,32,Private Gallery (unknown),,Individual Exhibition,,1,,Rochester,NY,,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),3/5/1952,3/31/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Trinity,30,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Penetration,20,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Congruent Red,2,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Transitive,29,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Indicative Displacement,9,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Three Elements,24,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Countervariation,4,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Lyric Collusion,15,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Meanderthal Roturns,16,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Interference of Closed Forms,10,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Ghostmark,8,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,White Scaffolding,34,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Intransitive,11,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Ellipsis,7,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Inverse,12,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Congo,1,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Surface Tension,21,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,Suspension,22,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,White Burden,32,Bennington College,,Individual Exhibition,,1,1 College Dr,Bennington,VT,05201,United States,Alice Trumbull Mason: Abstract Etchings (exact title unknown),4/25/1952,5/6/1952,"Alice Trumbull Mason papers (reel 630, grids 429-458)",,
Alice Trumbull Mason,,,Wittenborn Gallery,,Individual Exhibition,,1,57th Street,New York,NY,10022,United States,Alice Trumbull Mason: Colored Woodcuts (exact title unknown),1/1/1952,12/31/1952,"Resume, Alice Trumbull Mason Papers (reel 629, grid 242)",,
Anne Ryan,Tenements in a Sea Town,114,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Frightened Bird,68,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,The Pullet,121,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Crucifixion,58,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,The Flight,118,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Circus III,55,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,The Argument,115,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Dancer,59,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Helios,76,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Girl in a Green Cap,72,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Lazarus,88,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Lady with a Flower,86,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Monkey and the Lamp,92,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,The Green Pitcher,119,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Woman Watching a Bird,143,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Abstract III,46,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Circus I,54,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,The Serpent,122,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,The Storm,124,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,Hercules Bringing Cerberus from Hades,78,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Woodcuts,12/2/1946,12/28/1946,"Anne Ryan: Woodcuts, New York, NY: Marquié Gallery, 1946, Anne Ryan Papers, 1922-68, Archives of American Art, Smithsonian Institution, reel 88, series 6 [henceforth cited as ARP]. See also  “Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.","The official title and brochure for this exhibition indicate only woodcuts were included. But, in one of her notebooks, Ryan records the number of prints sent to Marquié during the months leading up to the exhibition. At one point, she states the December 1946 show had “100 prints (Woodcuts –Engravings).”",
Anne Ryan,,,Marquié Gallery,,Individual Exhibition,,5,16 West 57th Street,New York,NY,10022,United States,Anne Ryan: Oils and Engravings,4/15/1943,4/30/1943,"Anne Ryan Papers, reel 88",,
Anne Ryan,Obelisque ,95,Museum of the Cranbrook Academy of Art,,Individual Exhibition,,5,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Anne Ryan: Prints,9/1/1947,9/30/1947,"“Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.",,
Anne Ryan,Pastoral,99,Museum of the Cranbrook Academy of Art,,Individual Exhibition,,5,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Anne Ryan: Prints,9/1/1947,9/30/1947,"“Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.",,
Anne Ryan,The Pullet,121,Museum of the Cranbrook Academy of Art,,Individual Exhibition,,5,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Anne Ryan: Prints,9/1/1947,9/30/1947,"“Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.",,
Anne Ryan,Message,90,Museum of the Cranbrook Academy of Art,,Individual Exhibition,,5,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Anne Ryan: Prints,9/1/1947,9/30/1947,"“Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.",,
Anne Ryan,New Bird,94,Museum of the Cranbrook Academy of Art,,Individual Exhibition,,5,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Anne Ryan: Prints,9/1/1947,9/30/1947,"“Notebook on Colored Woodcuts, 1945-51,” ARP, reel 88, series 4, no. 20.",,
